id,full_name,first_name,last_name,is_active
203128,Furkan Aldemir,Furkan,Aldemir,FALSE
202332,Cole Aldrich,Cole,Aldrich,FALSE
200746,LaMarcus Aldridge,LaMarcus,Aldridge,FALSE
76021,Chuck Aleksinas,Chuck,Aleksinas,FALSE
1626146,Cliff Alexander,Cliff,Alexander,FALSE
724,Cory Alexander,Cory,Alexander,FALSE
2042,Courtney Alexander,Courtney,Alexander,FALSE
76022,Gary Alexander,Gary,Alexander,FALSE
201570,Joe Alexander,Joe,Alexander,FALSE
1629734,Kyle Alexander,Kyle,Alexander,FALSE
1630234,Ty-Shon Alexander,Ty-Shon,Alexander,FALSE
2349,Victor Alexander,Victor,Alexander,FALSE
1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,TRUE
76024,Steve Alford,Steve,Alford,FALSE
1628959,Rawle Alkins,Rawle,Alkins,FALSE
76028,Bob Allen,Bob,Allen,FALSE
1628960,Grayson Allen,Grayson,Allen,TRUE
1628386,Jarrett Allen,Jarrett,Allen,TRUE
706,Jerome Allen,Jerome,Allen,FALSE
1628443,Kadeem Allen,Kadeem,Allen,FALSE
202730,Lavoy Allen,Lavoy,Allen,FALSE
76027,Lucius Allen,Lucius,Allen,FALSE
2124,Malik Allen,Malik,Allen,FALSE
76025,Randy Allen,Randy,Allen,FALSE
951,Ray Allen,Ray,Allen,FALSE
2754,Tony Allen,Tony,Allen,FALSE
76029,Odis Allison,Odis,Allison,FALSE
200984,Lance Allred,Lance,Allred,FALSE
76030,Darrell Allums,Darrell,Allums,FALSE
201165,Morris Almond,Morris,Almond,FALSE
308,Derrick Alston,Derrick,Alston,FALSE
1747,Rafer Alston,Rafer,Alston,FALSE
1824,Peter Aluma,Peter,Aluma,FALSE
1630631,Jose Alvarado,Jose,Alvarado,TRUE
680,John Amaechi,John,Amaechi,FALSE
732,Ashraf Amaya,Ashraf,Amaya,FALSE
202329,Al-Farouq Aminu,Al-Farouq,Aminu,FALSE
200811,Lou Amundson,Lou,Amundson,FALSE
76034,Bob Anderegg,Bob,Anderegg,FALSE
2365,Chris Andersen,Chris,Andersen,FALSE
2431,David Andersen,David,Andersen,FALSE
101187,Alan Anderson,Alan,Anderson,FALSE
202079,Antonio Anderson,Antonio,Anderson,FALSE
76035,Cliff Anderson,Cliff,Anderson,FALSE
76036,Daniel Anderson,Daniel,Anderson,FALSE
1507,Derek Anderson,Derek,Anderson,FALSE
76037,Dwight Anderson,Dwight,Anderson,FALSE
944,Eric Anderson,Eric,Anderson,FALSE
246,Greg Anderson,Greg,Anderson,FALSE
202341,James Anderson,James,Anderson,FALSE
76040,Jerome Anderson,Jerome,Anderson,FALSE
1626147,Justin Anderson,Justin,Anderson,FALSE
72,Kenny Anderson,Kenny,Anderson,FALSE
76041,Kim Anderson,Kim,Anderson,FALSE
203937,Kyle Anderson,Kyle,Anderson,TRUE
76042,Michael Anderson,Michael,Anderson,FALSE
76043,Mitchell Anderson,Mitchell,Anderson,FALSE
98,Nick Anderson,Nick,Anderson,FALSE
76045,Richard Anderson,Richard,Anderson,FALSE
76046,Ron Anderson,Ron,Anderson,FALSE
201583,Ryan Anderson,Ryan,Anderson,FALSE
1000,Shandon Anderson,Shandon,Anderson,FALSE
335,Willie Anderson,Willie,Anderson,FALSE
76048,Wally Anderzunas,Wally,Anderzunas,FALSE
101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,FALSE
76049,Don Anielak,Don,Anielak,FALSE
1628387,Ike Anigbogu,Ike,Anigbogu,FALSE
76050,Michael Ansley,Michael,Ansley,FALSE
1512,Chris Anstey,Chris,Anstey,FALSE
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,TRUE
1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,FALSE
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,TRUE
2546,Carmelo Anthony,Carmelo,Anthony,FALSE
1630175,Cole Anthony,Cole,Anthony,TRUE
21,Greg Anthony,Greg,Anthony,FALSE
201202,Joel Anthony,Joel,Anthony,FALSE
203544,Pero Antic,Pero,Antic,FALSE
1628384,O.G. Anunoby,O.G.,Anunoby,TRUE
203951,Keith Appling,Keith,Appling,FALSE
2737,Rafael Araujo,Rafael,Araujo,FALSE
76053,Stacey Arceneaux,Stacey,Arceneaux,FALSE
76054,Nate Archibald,Nate,Archibald,FALSE
2425,Robert Archibald,Robert,Archibald,FALSE
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,TRUE
76055,Jim Ard,Jim,Ard,FALSE
2240,Gilbert Arenas,Gilbert,Arenas,FALSE
2772,Trevor Ariza,Trevor,Ariza,FALSE
76056,Paul Arizin,Paul,Arizin,FALSE
76057,Joe Arlauckas,Joe,Arlauckas,FALSE
769,B.J. Armstrong,B.J.,Armstrong,FALSE
76061,Bob Armstrong,Bob,Armstrong,FALSE
2220,Brandon Armstrong,Brandon,Armstrong,FALSE
353,Darrell Armstrong,Darrell,Armstrong,FALSE
200756,Hilton Armstrong,Hilton,Armstrong,FALSE
76060,Paul Armstrong,Paul,Armstrong,FALSE
76059,Tate Armstrong,Tate,Armstrong,FALSE
76062,Jesse Arnelle,Jesse,Arnelle,FALSE
76063,Jay Arnette,Jay,Arnette,FALSE
76064,Bob Arnzen,Bob,Arnzen,FALSE
2306,Carlos Arroyo,Carlos,Arroyo,FALSE
201589,Darrell Arthur,Darrell,Arthur,FALSE
76065,John Arthurs,John,Arthurs,FALSE
1628503,Jamel Artis,Jamel,Artis,FALSE
201600,Omer Asik,Omer,Asik,FALSE
355,Vincent Askew,Vincent,Askew,FALSE
173,Keith Askins,Keith,Askins,FALSE
76068,Don Asmonga,Don,Asmonga,FALSE
76069,Richard Atha,Richard,Atha,FALSE
1088,Chucky Atkins,Chucky,Atkins,FALSE
76070,Alvin Attles,Alvin,Attles,FALSE
76071,Chet Aubuchon,Chet,Aubuchon,FALSE
278,Stacey Augmon,Stacey,Augmon,FALSE
201571,D.J. Augustin,D.J.,Augustin,FALSE
200788,James Augustine,James,Augustine,FALSE
1134,Ike Austin,Ike,Austin,FALSE
76073,John Austin,John,Austin,FALSE
76074,Ken Austin,Ken,Austin,FALSE
1630166,Deni Avdija,Deni,Avdija,TRUE
138,Anthony Avent,Anthony,Avent,FALSE
76076,William Averitt,William,Averitt,FALSE
1895,William Avery,William,Avery,FALSE
76078,Dennis Awtrey,Dennis,Awtrey,FALSE
1630555,Joel Ayayi,Joel,Ayayi,FALSE
202970,Gustavo Ayon,Gustavo,Ayon,FALSE
201965,Jeff Ayres,Jeff,Ayres,FALSE
1629028,Deandre Ayton,Deandre,Ayton,TRUE
101235,Kelenna Azubuike,Kelenna,Azubuike,FALSE
1628962,Udoka Azubuike,Udoka,Azubuike,TRUE
203569,Chris Babb,Chris,Babb,FALSE
202337,Luke Babbitt,Luke,Babbitt,FALSE
76079,Milos Babic,Milos,Babic,FALSE
76080,Johnny Bach,Johnny,Bach,FALSE
1628407,Dwayne Bacon,Dwayne,Bacon,FALSE
1630641,Ibou Badji,Ibou,Badji,TRUE
76081,Jim Baechtold,Jim,Baechtold,FALSE
2053,Dalibor Bagaric,Dalibor,Bagaric,FALSE
76082,John Bagley,John,Bagley,FALSE
1628963,Marvin Bagley III,Marvin,Bagley III,TRUE
76084,Carl Bailey,Carl,Bailey,FALSE
76083,Gus Bailey,Gus,Bailey,FALSE
76085,James Bailey,James,Bailey,FALSE
1847,Thurl Bailey,Thurl,Bailey,FALSE
1753,Toby Bailey,Toby,Bailey,FALSE
203946,Cameron Bairstow,Cameron,Bairstow,FALSE
1858,Mark Baker,Mark,Baker,FALSE
2486,Maurice Baker,Maurice,Baker,FALSE
76089,Norm Baker,Norm,Baker,FALSE
1627758,Ron Baker,Ron,Baker,FALSE
452,Vin Baker,Vin,Baker,FALSE
1627735,Wade Baldwin IV,Wade,Baldwin IV,FALSE
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,TRUE
200764,Renaldo Balkman,Renaldo,Balkman,FALSE
76090,Cedric Ball,Cedric,Ball,FALSE
1630163,LaMelo Ball,LaMelo,Ball,TRUE
1628366,Lonzo Ball,Lonzo,Ball,TRUE
76091,Greg Ballard,Greg,Ballard,FALSE
76092,Herschel Baltimore,Herschel,Baltimore,FALSE
1628964,Mo Bamba,Mo,Bamba,TRUE
1631094,Paolo Banchero,Paolo,Banchero,TRUE
1630217,Desmond Bane,Desmond,Bane,TRUE
76093,Gene Banks,Gene,Banks,FALSE
2556,Marcus Banks,Marcus,Banks,FALSE
76094,Ken Bannister,Ken,Bannister,FALSE
76095,Mike Bantom,Mike,Bantom,FALSE
1630625,Dalano Banton,Dalano,Banton,TRUE
1627760,Cat Barber,Cat,Barber,FALSE
76096,John Barber,John,Barber,FALSE
2571,Leandro Barbosa,Leandro,Barbosa,FALSE
76097,Stephen Bardo,Stephen,Bardo,FALSE
200826,J.J. Barea,J.J.,Barea,FALSE
200745,Andrea Bargnani,Andrea,Bargnani,FALSE
76098,Cliff Barker,Cliff,Barker,FALSE
76099,Tom Barker,Tom,Barker,FALSE
787,Charles Barkley,Charles,Barkley,FALSE
2057,Erick Barkley,Erick,Barkley,FALSE
76102,Don Barksdale,Don,Barksdale,FALSE
1631230,Dominick Barlow,Dominick,Barlow,TRUE
203084,Harrison Barnes,Harrison,Barnes,TRUE
76103,Harry Barnes,Harry,Barnes,FALSE
76105,Jim Barnes,Jim,Barnes,FALSE
76104,Marvin Barnes,Marvin,Barnes,FALSE
2440,Matt Barnes,Matt,Barnes,FALSE
1630567,Scottie Barnes,Scottie,Barnes,TRUE
76107,Dick Barnett,Dick,Barnett,FALSE
76106,Jim Barnett,Jim,Barnett,FALSE
76108,John Barnhill,John,Barnhill,FALSE
76109,Norton Barnhill,Norton,Barnhill,FALSE
76110,Leo Barnhorst,Leo,Barnhorst,FALSE
76111,John Barr,John,Barr,FALSE
76112,Mike Barr,Mike,Barr,FALSE
76113,Thomas Barr,Thomas,Barr,FALSE
2857,Andre Barrett,Andre,Barrett,FALSE
76114,Ernie Barrett,Ernie,Barrett,FALSE
1629628,RJ Barrett,RJ,Barrett,TRUE
2853,Earl Barron,Earl,Barron,FALSE
344,Dana Barros,Dana,Barros,FALSE
699,Brent Barry,Brent,Barry,FALSE
1003,Drew Barry,Drew,Barry,FALSE
468,Jon Barry,Jon,Barry,FALSE
600013,Rick Barry,Rick,Barry,FALSE
76117,Ed Bartels,Ed,Bartels,FALSE
76118,Vic Bartolome,Vic,Bartolome,FALSE
203115,Will Barton,Will,Barton,TRUE
101188,Eddie Basden,Eddie,Basden,FALSE
76119,Jerry Baskerville,Jerry,Baskerville,FALSE
101138,Brandon Bass,Brandon,Bass,FALSE
1628238,Paris Bass,Paris,Bass,FALSE
76120,Tim Bassett,Tim,Bassett,FALSE
1629646,Charles Bassey,Charles,Bassey,TRUE
1766,Maceo Baston,Maceo,Baston,FALSE
2370,Mengke Bateer,Mengke,Bateer,FALSE
76121,Billyray Bates,Billyray,Bates,FALSE
1628966,Keita Bates-Diop,Keita,Bates-Diop,TRUE
101212,Esteban Batista,Esteban,Batista,FALSE
2471,Mike Batiste,Mike,Batiste,FALSE
1499,Tony Battie,Tony,Battie,FALSE
2203,Shane Battier,Shane,Battier,FALSE
174,John Battle,John,Battle,FALSE
76123,Kenny Battle,Kenny,Battle,FALSE
76124,Dave Batton,Dave,Batton,FALSE
201587,Nicolas Batum,Nicolas,Batum,TRUE
76125,Johnny Baum,Johnny,Baum,FALSE
76126,Frankie Baumholtz,Frankie,Baumholtz,FALSE
2437,Lonny Baxter,Lonny,Baxter,FALSE
201573,Jerryd Bayless,Jerryd,Bayless,FALSE
76127,Elgin Baylor,Elgin,Baylor,FALSE
203382,Aron Baynes,Aron,Baynes,FALSE
76128,Sergei Bazarevich,Sergei,Bazarevich,FALSE
203145,Kent Bazemore,Kent,Bazemore,FALSE
1629647,Darius Bazley,Darius,Bazley,TRUE
76129,Ed Beach,Ed,Beach,FALSE
203078,Bradley Beal,Bradley,Beal,TRUE
76130,Butch Beard,Butch,Beard,FALSE
76131,Ralph Beard,Ralph,Beard,FALSE
2602,Jerome Beasley,Jerome,Beasley,FALSE
1627736,Malik Beasley,Malik,Beasley,TRUE
201563,Michael Beasley,Michael,Beasley,FALSE
76133,Zelmo Beaty,Zelmo,Beaty,FALSE
201958,Rodrigue Beaubois,Rodrigue,Beaubois,FALSE
1630699,MarJon Beauchamp,MarJon,Beauchamp,TRUE
76134,Byron Beck,Byron,Beck,FALSE
1133,Corey Beck,Corey,Beck,FALSE
76136,Ernie Beck,Ernie,Beck,FALSE
76137,Moe Becker,Moe,Becker,FALSE
76138,William Bedford,William,Bedford,FALSE
76139,Hank Beenders,Hank,Beenders,FALSE
76140,Ron Behagen,Ron,Behagen,FALSE
76141,Elmer Behnke,Elmer,Behnke,FALSE
201158,Marco Belinelli,Marco,Belinelli,FALSE
2294,Charlie Bell,Charlie,Bell,FALSE
76142,Dennis Bell,Dennis,Bell,FALSE
1628395,Jordan Bell,Jordan,Bell,FALSE
1952,Raja Bell,Raja,Bell,FALSE
2559,Troy Bell,Troy,Bell,FALSE
76143,William Bell,William,Bell,FALSE
76144,Walt Bellamy,Walt,Bellamy,FALSE
1627761,DeAndre' Bembry ,DeAndre',Bembry,FALSE
76145,Irv Bemoras,Irv,Bemoras,FALSE
76146,Leon Benbow,Leon,Benbow,FALSE
1627733,Dragan Bender,Dragan,Bender,FALSE
1886,Jonathan Bender,Jonathan,Bender,FALSE
203968,Jerrelle Benimon,Jerrelle,Benimon,FALSE
104,Benoit Benjamin,Benoit,Benjamin,FALSE
1736,Corey Benjamin,Corey,Benjamin,FALSE
203461,Anthony Bennett,Anthony,Bennett,FALSE
1120,Elmer Bennett,Elmer,Bennett,FALSE
712,Mario Bennett,Mario,Bennett,FALSE
76151,Mel Bennett,Mel,Bennett,FALSE
76148,Tony Bennett,Tony,Bennett,FALSE
76152,Winston Bennett,Winston,Bennett,FALSE
128,David Benoit,David,Benoit,FALSE
202728,Keith Benson,Keith,Benson,FALSE
76154,Kent Benson,Kent,Benson,FALSE
1627791,Ben Bentil,Ben,Bentil,FALSE
76155,Gene Berce,Gene,Berce,FALSE
76156,Gary Bergen,Gary,Bergen,FALSE
76157,Ricky Berry,Ricky,Berry,FALSE
76158,Walter Berry,Walter,Berry,FALSE
1629541,Dairis Bertans,Dairis,Bertans,FALSE
202722,Davis Bertans,Davis,Bertans,TRUE
76159,Del Beshore,Del,Beshore,FALSE
696,Travis Best,Travis,Best,FALSE
201976,Patrick Beverley,Patrick,Beverley,TRUE
1630180,Saddiq Bey,Saddiq,Bey,TRUE
1630189,Tyler Bey,Tyler,Bey,FALSE
204021,Sim Bhullar,Sim,Bhullar,FALSE
76160,Al Bianchi,Al,Bianchi,FALSE
76161,Hank Biasatti,Hank,Biasatti,FALSE
76162,Henry Bibby,Henry,Bibby,FALSE
1710,Mike Bibby,Mike,Bibby,FALSE
76163,Ed Biedenbach,Ed,Biedenbach,FALSE
2740,Andris Biedrins,Andris,Biedrins,FALSE
76164,Don Bielke,Don,Bielke,FALSE
76165,Bob Bigelow,Bob,Bigelow,FALSE
1497,Chauncey Billups,Chauncey,Billups,FALSE
76166,Dave Bing,Dave,Bing,FALSE
76167,Joe Binion,Joe,Binion,FALSE
203920,Khem Birch,Khem,Birch,TRUE
1628444,Jabari Bird,Jabari,Bird,FALSE
76168,Jerry Bird,Jerry,Bird,FALSE
1449,Larry Bird,Larry,Bird,FALSE
76170,Otis Birdsong,Otis,Birdsong,FALSE
76171,Gale Bishop,Gale,Bishop,FALSE
1629048,Goga Bitadze,Goga,Bitadze,TRUE
202687,Bismack Biyombo,Bismack,Biyombo,TRUE
202357,Nemanja Bjelica,Nemanja,Bjelica,FALSE
76172,Uwe Blab,Uwe,Blab,FALSE
76173,Charlie Black,Charlie,Black,FALSE
76174,Norman Black,Norman,Black,FALSE
204028,Tarik Black,Tarik,Black,FALSE
76175,Tom Black,Tom,Black,FALSE
76176,Rolando Blackman,Rolando,Blackman,FALSE
76180,Alex Blackwell,Alex,Blackwell,FALSE
76177,Cory Blackwell,Cory,Blackwell,FALSE
1806,James Blackwell,James,Blackwell,FALSE
76179,Nate Blackwell,Nate,Blackwell,FALSE
201971,DeJuan Blair,DeJuan,Blair,FALSE
2581,Steve Blake,Steve,Blake,FALSE
202392,Marqus Blakely,Marqus,Blakely,FALSE
1628469,Antonio Blakeney,Antonio,Blakeney,FALSE
200807,Will Blalock,Will,Blalock,FALSE
76182,George Blaney,George,Blaney,FALSE
76183,Lance Blanks,Lance,Blanks,FALSE
76184,Ricky Blanton,Ricky,Blanton,FALSE
101154,Andray Blatche,Andray,Blatche,FALSE
302,Mookie Blaylock,Mookie,Blaylock,FALSE
202339,Eric Bledsoe,Eric,Bledsoe,FALSE
1629833,Keljin Blevins,Keljin,Blevins,FALSE
76186,Leon Blevins,Leon,Blevins,FALSE
76187,John Block,John,Block,FALSE
76188,Mike Bloom,Mike,Bloom,FALSE
1628417,Jaron Blossomgame,Jaron,Blossomgame,FALSE
916,Corie Blount,Corie,Blount,FALSE
1548,Mark Blount,Mark,Blount,FALSE
203505,Vander Blue,Vander,Blue,FALSE
1629129,Trevon Bluiett,Trevon,Bluiett,FALSE
76189,Ray Blume,Ray,Blume,FALSE
76190,Nelson Bobb,Nelson,Bobb,FALSE
2800,Tony Bobbitt,Tony,Bobbitt,FALSE
76191,Arlen Bockhorn,Arlen,Bockhorn,FALSE
1631205,Buddy Boeheim,Buddy,Boeheim,TRUE
76192,Tom Boerwinkle,Tom,Boerwinkle,FALSE
2586,Keith Bogans,Keith,Bogans,FALSE
203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,TRUE
202711,Bojan Bogdanovic,Bojan,Bogdanovic,TRUE
177,Muggsy Bogues,Muggsy,Bogues,FALSE
101106,Andrew Bogut,Andrew,Bogut,FALSE
1564,Etdrick Bohannon,Etdrick,Bohannon,FALSE
1629626,Bol Bol,Bol,Bol,TRUE
76195,Manute Bol,Manute,Bol,FALSE
1628413,Jonah Bolden,Jonah,Bolden,FALSE
1629716,Marques Bolden,Marques,Bolden,FALSE
76196,Bill Bolger,Bill,Bolger,FALSE
1630195,Leandro Bolmaro,Leandro,Bolmaro,TRUE
1627762,Joel Bolomboy,Joel,Bolomboy,FALSE
76197,Doug Bolstorff,Doug,Bolstorff,FALSE
76203,George H. Bon Salle,George H.,Bon Salle,FALSE
76198,Phil Bond,Phil,Bond,FALSE
1603,Walter Bond,Walter,Bond,FALSE
1629648,Jordan Bone,Jordan,Bone,FALSE
1121,Dexter Boney,Dexter,Boney,FALSE
1629067,Isaac Bonga,Isaac,Bonga,FALSE
76201,Ron Bonham,Ron,Bonham,FALSE
41,Anthony Bonner,Anthony,Bonner,FALSE
2588,Matt Bonner,Matt,Bonner,FALSE
1626164,Devin Booker,Devin,Booker,TRUE
511,Melvin Booker,Melvin,Booker,FALSE
202344,Trevor Booker,Trevor,Booker,FALSE
200767,Josh Boone,Josh,Boone,FALSE
76204,Ron Boone,Ron,Boone,FALSE
1916,Calvin Booth,Calvin,Booth,FALSE
1522,Keith Booth,Keith,Booth,FALSE
76206,Bob Boozer,Bob,Boozer,FALSE
2430,Carlos Boozer,Carlos,Boozer,FALSE
2414,Curtis Borchardt,Curtis,Borchardt,FALSE
76207,Jake Bornheimer,Jake,Bornheimer,FALSE
1953,Lazaro Borrell,Lazaro,Borrell,FALSE
76209,Costic Borsavage,Costic,Borsavage,FALSE
76210,Vince Boryla,Vince,Boryla,FALSE
2547,Chris Bosh,Chris,Bosh,FALSE
76211,Jim Bostic,Jim,Bostic,FALSE
76212,Lawrence Boston,Lawrence,Boston,FALSE
1630527,Brandon Boston Jr.,Brandon,Boston Jr.,TRUE
76213,Tom Boswell,Tom,Boswell,FALSE
1628449,Chris Boucher,Chris,Boucher,TRUE
1630547,James Bouknight,James,Bouknight,TRUE
2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,FALSE
1631123,Jamaree Bouyea,Jamaree,Bouyea,TRUE
76214,Don Boven,Don,Boven,FALSE
1898,Cal Bowdler,Cal,Bowdler,FALSE
1477,Bruce Bowen,Bruce,Bowen,FALSE
1763,Ryan Bowen,Ryan,Bowen,FALSE
1628968,Brian Bowen II,Brian,Bowen II,FALSE
194,Anthony Bowie,Anthony,Bowie,FALSE
76217,Sam Bowie,Sam,Bowie,FALSE
1085,Ira Bowman,Ira,Bowman,FALSE
1629065,Ky Bowman,Ky,Bowman,FALSE
76219,Nate Bowman,Nate,Bowman,FALSE
671,Donnie Boyce,Donnie,Boyce,FALSE
76221,Dennis Boyd,Dennis,Boyd,FALSE
76222,Fred Boyd,Fred,Boyd,FALSE
76223,Ken Boyd,Ken,Boyd,FALSE
1863,Earl Boykins,Earl,Boykins,FALSE
76224,Harry Boykoff,Harry,Boykoff,FALSE
76225,Winford Boynes,Winford,Boynes,FALSE
200841,Cedric Bozeman,Cedric,Bozeman,FALSE
76226,Steve Bracey,Steve,Bracey,FALSE
202342,Craig Brackins,Craig,Brackins,FALSE
76227,Gary Bradds,Gary,Bradds,FALSE
76228,Alex Bradley,Alex,Bradley,FALSE
76229,Alonzo Bradley,Alonzo,Bradley,FALSE
202340,Avery Bradley,Avery,Bradley,FALSE
76233,Bill Bradley,Bill,Bradley,FALSE
76230,Charles Bradley,Charles,Bradley,FALSE
76231,Dudley Bradley,Dudley,Bradley,FALSE
76232,Joe Bradley,Joe,Bradley,FALSE
2214,Michael Bradley,Michael,Bradley,FALSE
762,Shawn Bradley,Shawn,Bradley,FALSE
1628396,Tony Bradley,Tony,Bradley,TRUE
1361,Mark Bradtke,Mark,Bradtke,FALSE
66,Marques Bragg,Marques,Bragg,FALSE
1765,Torraye Braggs,Torraye,Braggs,FALSE
1920,A.J. Bramlett,A.J.,Bramlett,FALSE
76237,Adrian Branch,Adrian,Branch,FALSE
1882,Elton Brand,Elton,Brand,FALSE
210,Terrell Brandon,Terrell,Brandon,FALSE
1631103,Malaki Branham,Malaki,Branham,TRUE
76238,Bob Brannum,Bob,Brannum,FALSE
76239,Brad Branson,Brad,Branson,FALSE
76240,Jesse Branson,Jesse,Branson,FALSE
1629714,Jarrell Brantley,Jarrell,Brantley,TRUE
76241,Jim Brasco,Jim,Brasco,FALSE
76242,Mike Bratz,Mike,Bratz,FALSE
76243,Carl Braun,Carl,Braun,FALSE
1631128,Christian Braun,Christian,Braun,TRUE
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,FALSE
160,Tim Breaux,Tim,Breaux,FALSE
2452,J.R. Bremer,J.R.,Bremer,FALSE
76245,Pete Brennan,Pete,Brennan,FALSE
76246,Tom Brennan,Tom,Brennan,FALSE
76247,Randy Breuer,Randy,Breuer,FALSE
201147,Corey Brewer,Corey,Brewer,FALSE
2249,Jamison Brewer,Jamison,Brewer,FALSE
76248,Jim Brewer,Jim,Brewer,FALSE
76249,Ron Brewer,Ron,Brewer,FALSE
200758,Ronnie Brewer,Ronnie,Brewer,FALSE
2056,Primoz Brezec,Primoz,Brezec,FALSE
76250,Frank Brian,Frank,Brian,FALSE
783,Frank Brickowski,Frank,Brickowski,FALSE
76252,Junior Bridgeman,Junior,Bridgeman,FALSE
76253,Bill Bridges,Bill,Bridges,FALSE
1628969,Mikal Bridges,Mikal,Bridges,TRUE
1628970,Miles Bridges,Miles,Bridges,FALSE
76254,Al Brightman,Al,Brightman,FALSE
1628578,Amida Brimah,Amida,Brimah,FALSE
76255,Audley Brindley,Audley,Brindley,FALSE
1628515,Isaiah Briscoe,Isaiah,Briscoe,FALSE
76256,John Brisker,John,Brisker,FALSE
1629052,Oshae Brissett,Oshae,Brissett,TRUE
76257,Allan Bristow,Allan,Bristow,FALSE
76258,Tyrone Britt,Tyrone,Britt,FALSE
76259,Wayman Britt,Wayman,Britt,FALSE
76260,Mike Brittain,Mike,Brittain,FALSE
76261,David Britton,David,Britton,FALSE
201972,Jon Brockman,Jon,Brockman,FALSE
1629151,Ryan Broekhoff,Ryan,Broekhoff,FALSE
76262,Jim Brogan,Jim,Brogan,FALSE
1627763,Malcolm Brogdon,Malcolm,Brogdon,TRUE
76263,Gary Brokaw,Gary,Brokaw,FALSE
76264,Price Brookfield,Price,Brookfield,FALSE
201166,Aaron Brooks,Aaron,Brooks,FALSE
1629717,Armoni Brooks,Armoni,Brooks,FALSE
1628415,Dillon Brooks,Dillon,Brooks,TRUE
76265,Kevin Brooks,Kevin,Brooks,FALSE
202705,MarShon Brooks,MarShon,Brooks,FALSE
76266,Michael Brooks,Michael,Brooks,FALSE
418,Scott Brooks,Scott,Brooks,FALSE
2810,Andre Brown,Andre,Brown,FALSE
1626148,Anthony Brown,Anthony,Brown,FALSE
76284,Bob Brown,Bob,Brown,FALSE
201628,Bobby Brown,Bobby,Brown,FALSE
1628971,Bruce Brown,Bruce,Brown,TRUE
359,Chucky Brown,Chucky,Brown,FALSE
2245,Damone Brown,Damone,Brown,FALSE
76270,Darrell Brown,Darrell,Brown,FALSE
244,Dee Brown,Dee,Brown,FALSE
200793,Dee Brown,Dee,Brown,FALSE
201974,Derrick Brown,Derrick,Brown,FALSE
2484,Devin Brown,Devin,Brown,FALSE
2081,Ernest Brown,Ernest,Brown,FALSE
76272,Fred Brown,Fred,Brown,FALSE
76273,George Brown,George,Brown,FALSE
1871,Gerald Brown,Gerald,Brown,FALSE
76275,Harold Brown,Harold,Brown,FALSE
